codigoPostal|codigoSubPostal|descripcion|provincia
5757|1|BUENAVENTURA|D
5757|2|CA#ADA HONDA|D
5757|3|CERROS LARGOS|D
9999|3|COMANDANTE GRAN|D
5757|4|EL ARENAL|D
5701|12|EL DURAZNO|D
5736|2|FRAGA|D
5701|13|LA BAJADA|D
5757|5|CAROLINA|D
5751|1|LA TOTORA|D
5750|1|LA TOMA|D
5722|2|ELEODORO LOBOS|D
5757|6|LOS MEMBRILLOS|D
5757|7|MARMOL VERDE|D
5701|14|PAMPA DEL TAMBORERO|D
5701|15|PASO DEL REY|D
5751|2|SALADILLO|D
5757|8|SAN AMBROSIO|D
5701|16|SAN MIGUEL|D
5701|17|TRAPICHE|D
5701|18|VALLE DE PACANTA|D
5755|1|SAN MARTIN|D
5753|1|CASA DE PIEDRA|D
5753|2|EL MANANTIAL ESCONDIDO|D
5771|2|GUANACO PAMPA|D
5771|3|GUZMAN|D
5753|3|LA CARMENSITA|D
5773|3|LA COCHA|D
5753|4|LAGUNA LARGA|D
5771|4|LAS AGUADAS|D
5753|5|LAS CHACRAS|D
5771|5|LAS LAGUNAS|D
5757|9|LA VERTIENTE|D
5753|6|PASO GRANDE|D
5753|7|PIEDRA BOLA|D
5753|8|POTRERILLO|D
5779|2|RINCON DEL CARMEN|D
5755|2|SAN ISIDRO-SAN MARTIN|D
5753|9|SAN RAFAEL|D
5753|10|VILLA DE PRAGA|D
3280|1|COLON|E
3287|1|ARROYO CONCEPCION|E
3203|1|ARROYO GRANDE|E
3218|1|ARROYO PALMAR|E
3281|1|ARROYO URQUIZA|E
3285|1|BERDUC|E
3267|1|CA#ADA DE LAS OVEJAS|E
3269|1|COLONIA BAILINA|E
3267|2|COLONIA EL CARMEN|E
3269|2|COLONIA EMILIA GOUCHON|E
3283|1|COLONIA HOKER|E
3281|2|COLONIA HUGHES|E
3267|3|COLONIA LAS PEPAS|E
3281|3|COLONIA MABRAGANA|E
3281|4|COLONIA NUEVA AL SUD|E
3267|4|COL NUEVA SAN MIGUEL|E
3281|5|COLONIA PEREYRA|E
3281|6|COL PRIMERO DE MAYO|E
3263|1|COL 5-ENSANCHE DE MAYO|E
3254|1|COLONIA SAN ERNESTO|E
3267|5|COLONIA SAN IGNACIO|E
3267|6|COLONIA SANTA ROSA|E
3267|7|COLONIA VAZQUEZ|E
3283|2|EL BRILLANTE|E
3281|7|FABRICA COLON|E
3285|2|JUAN JORGE|E
3287|2|KILOMETRO 45|E
3287|3|KILOMETRO 50|E
3285|3|KILOMETRO 86|E
3285|4|KILOMETRO 89|E
3283|3|KILOMETRO 99|E
3240|1|KILOMETRO 279|E
3265|1|KILOMETRO 305|E
3269|3|KILOMETRO 311 - COLON|E
3280|2|KILOMETRO 323|E
3269|4|KILOMETRO 337|E
3269|5|KILOMETRO 344|E
3269|6|LA CLARITA|E
3285|5|MARTINIANO LEGUIZAMON|E
3280|3|LEEBIG S|E
3269|7|PUEBLO CAZES|E
3281|8|PUEBLO COLORADO|E
3281|9|SAN ANSELMO|E
3218|2|SAN SALVADOR|E
3287|4|SEXTO DISTRITO COLON|E
3287|5|UBAJAY|E
3265|2|VILLA ELISA|E
3283|4|VILLA S JOSE-S JOSE|E
3200|1|CONCORDIA|E
3203|2|CALABACILIA|E
3201|1|CAMBA PASO|E
3181|1|CHA#AR|E
3201|2|COLONIA ADELA|E
3181|2|COLONIA FEDERAL|E
3201|3|COLONIA GENERAL ROCA|E
3201|4|COLONIA YERUA|E
3212|1|DON ROBERTO|E
3212|2|EL GUALEGUAY|E
3180|1|EL MOCHO|E
3212|3|EL PAGO|E
3212|4|EL REDOMON|E
3180|2|FEDERAL|E
3201|5|KILOMETRO 6|E
3203|3|KILOMETRO 11|E
3203|4|KILOMETRO 24|E
3200|2|KILOMETRO 27|E
3203|5|KILOMETRO33|E
3200|3|KILOMETRO 322|E
3212|5|KILOMETRO 329|E
3212|6|KILOMETRO 333|E
3216|1|KILOMETRO 343|E
3200|4|KILOMETRO 347|E
3216|2|KILOMETRO 355|E
3214|1|KILOMETRO 373|E
3214|2|KILOMETRO 376|E
2846|1|KILOMETRO 389|E
3200|5|KILOMETRO 391|E
3183|1|LA CALANDRIA|E
3212|7|LA CRIOLLA|E
3212|8|LA GRANJA|E
3212|9|LA QUERENCIA|E
3201|6|LA ROSADA|E
3180|3|LA VIRGEN|E
3203|6|CLODOMIRO LEDESMA|E
3203|7|BENITO LEGEREN|E
3212|10|LOMA NEGRA|E
3181|3|DIEGO LOPEZ|E
3200|6|LOS CHARRUAS|E
3212|11|OSVALDO MAGNASCO|E
3181|4|MOREIRA|E
3216|3|WALTER MOSS|E
3201|7|NUEVA ESCOCIA|E
3212|12|NUEVA VIZCAYA|E
3200|7|PARADA AYUI|E
3203|8|PEDERMAR|E
3203|9|PEDERNAL|E
3180|4|SUB CENTRAL STA MARIA|E
3212|13|TTE 1 BRIGIO CAINZO|E
3188|1|V PERPER - EL CIMARRON|E
3201|8|V ZORRAQUIN|E
3212|14|YAROS|E
3214|3|YERUA|E
3214|4|YUQUERI|E
3105|1|DIAMANTE|E
3101|1|ALDEA BRASILERA|E
3101|2|ALDEA PROTESTANTE|E
3101|3|ALDEA SALTO|E
3101|4|ALDEA SPATZENKUTTER|E
3116|1|BARRIO AZUL|E
3164|1|CAMPS|E
3101|5|COSTA GRANDE|E
3101|6|COSTA GRANDE DOLL|E
3101|7|DOCTOR GARCIA|E
3101|8|EJIDO DIAMANTE|E
3101|9|GENERAL ALVEAR|E
3114|1|GENERAL RACEDO|E
3164|2|GENERAL RAMIREZ|E
3164|3|ISLETAS|E
3114|2|KILOMETRO 28|E
3101|10|LAS CUEVAS|E
3116|2|LOS BURGOS|E
3103|1|PUIGGARI|E
3101|11|SANATORIO|E
3101|12|STROBEL|E
3101|13|VALLE MARIA|E
3228|1|CHAJARI|E
3206|1|CHAVIYU-BRADA CHAVIYU|E
3208|1|COL ENSANCHE SAUCE|E
3229|1|COL FREITAS|E
3206|2|COL LA ARGENTINA|E
3204|1|C LA GLORIA-ISTHILARI|E
3206|3|COL LA PAZ|E
3206|4|FEDERACION|E
3204|2|KILOMETRO 37|E
3204|3|KILOMETRO 44|E
3206|5|KILOMETRO 47|E
3206|6|KILOMETRO 51|E
3228|2|KILOMETRO 75|E
3228|3|KILOMETRO 84|E
4000|1|FELICIANO|E
3185|1|GARAT|E
3187|1|LA ESMERALDA|E
3183|2|LA HIERRA|E
3191|1|LAS MULITAS|E
3185|2|LA VERBENA|E
3191|2|PALO A PIQUE|E
3187|2|SAN JOSE FELICIANO|E
3191|3|SAN VICTOR|E
2843|1|ALDEA ASUNCION|E
2843|2|GENERAL GALARZA|E
2841|1|GONZALEZ CALDERON|E
2840|1|GUALEGUAY|E
2840|2|KILOMETRO 306|E
2841|2|LAS COLAS|E
2841|3|LAZO|E
2840|3|PUERTO RUIZ|E
2852|1|ALARCON|E
2826|1|ALDEA SAN ANTONIO|E
2826|2|ALDEA SAN JUAN|E
2826|3|GENERAL ALMADA|E
2821|1|ARROYO DEL CURA|E
1649|28|ARROYO MERLO|E
2821|2|ARROYO VENERATO|E
2852|2|BERISSO|E
1647|1|BRAZO LARGO|E
2852|3|ENRIQUE CARBO|E
2823|1|CEIBAS|E
2805|1|COLONIA DELTA|E
2852|4|CUCHILLA REDONDA|E
2823|2|EL SAUCE|E
2828|1|ESCRI#A|E
2848|1|FERNANDEZ|E
2828|2|GILBERT|E
2820|1|GUALEGUAYCHU|E
2821|3|GUALEYAN|E
2846|2|HOLT|E
2846|3|IBICUY|E
2852|5|IRAZUSTA|E
2823|3|ISLAS DEL IBICUY|E
2820|2|KILOMETRO 311|E
2848|2|KILOMETRO 340|E
2848|3|KILOMETRO 361|E
2820|3|LA LATA|E
2854|1|LARROQUE|E
2854|2|LAS MERCEDES|E
2846|4|MAZARUCA|E
2848|4|MEDANOS|E
2820|4|PALO VECINO|E
2805|2|PARANA BRAVO|E
2848|5|PARANACITO|E
2854|3|PEHUAJO SUD|E
2823|4|PERDICES|E
2846|5|PUERTO CONSTANZA|E
2821|4|RINCON DEL GATO|E
2823|5|RIO CEIBO|E
2820|5|PARANDU|E
2852|6|TALITAS - GUALEGUAYCHU|E
2826|4|URDINARRAIN|E
2821|5|V DEL CERRO|E
2824|1|V FAUSTINO M PARERA|E
3190|1|LA PAZ|E
3138|1|ALCARAZ SEGUNDO|E
3137|1|ALCARAZ SUD|E
3194|1|ARROYO HONDO|E
3190|2|BANDERAS|E
3142|1|BOVRIL|E
3190|3|CENTENARIO|E
3142|2|COLONIA AVIGDOR|E
3137|2|COLONIA LA PROVIDENCIA|E
3188|2|CONSCRIPTO BERNARDI|E
3144|1|DON GONZALO|E
3190|4|EL CARMEN|E
3191|4|ESTACAS|E
3190|5|KILOMETRO 456|E
3190|6|KILOMETRO 471|E
3191|5|MONTIEL|E
3190|7|PASO MEDINA|E
3129|1|PASO POTRILLO|E
3194|2|PASO TELEGRAFO|E
3129|2|PIEDRAS BLANCAS|E
3191|6|PILOTO AVILA|E
3142|3|PRIMER CONGRESO|E
3138|2|PUEBLO ARRUA|E
3129|3|PUERTO ALGARROBO|E
3129|4|PUERTO VIBORAS|E
3191|7|SAN GUSTAVO|E
3192|1|SANTA ELENA|E
3156|1|BETBEDER|E
3151|1|CRUCESITAS|E
3164|4|DON CRISTOBAL|E
3151|2|EL PUEBLITO|E
3151|3|GOBERNADOR FEBRE|E
3158|1|LUCAS GONZALEZ|E
3156|2|HERNANDEZ|E
3285|6|KILOMETRO 56|E
3150|1|KILOMETRO 59-EMPALME|E
3151|4|KILOMETRO 148|E
3158|2|LA LLAVE|E
3150|2|LAURENCENA|E
3150|3|MONTOYA-NOGOYA|E
3150|4|NOGOYA|E
3109|1|SECCION URQUIZA|E
3158|3|20 DE SEPTIEMBRE|E
3114|3|ALDEA MARIA LUISA|E
3116|3|ALDEA SAN RAFAEL|E
3123|1|ALDEA SANTA MARIA|E
3133|1|ARROYO BURGOS|E
3133|2|ARROYO MARIA|E
3100|1|BAJADA GRANDE|E
3133|3|BARRANCAS COLORADAS|E
3116|4|BOCA DEL TIGRE|E
3113|1|COLONIA CELINA|E
3109|2|COLONIA CENTENARIO|E
3122|1|COLONIA CERRITO|E
3118|1|COLONIA NUEVA|E
3123|2|COLONIA RIVADAVIA|E
3133|4|COLONIA SANTA LUISA|E
3107|1|DISTRITO ESPINILLO|E
3118|2|DISTRITO TALA|E
3118|3|EL PALENQUE|E
3132|1|EL PINGO|E
3125|1|GENERAL GUEMES|E
3134|1|HASENKAMP|E
3127|1|HERNANDARIAS|E
3132|2|KILOMETRO 116|E
3118|4|KILOMETRO 131|E
3100|2|KM 135,2-EMPALME|E
3118|5|KILOMETRO 147|E
3113|2|LA BALZA|E
3118|6|LA PICADA|E
3114|4|LAS DELICIAS|E
3111|1|LAS TUNAS|E
3133|5|MARIA GRANDE|E
3111|2|MARIA GRANDE 1A|E
3133|6|MARIA GRANDE 2A|E
3100|3|ORO VERDE|E
3100|4|PARACAO|E
3100|5|PARANA|E
3118|7|RAMON A PAREDA|E
3118|8|PASO DE LA ARENA|E
3107|2|PRESIDENTE AVELLADA|E
3136|1|PUEBLO BELLOCQ|E
3125|2|PUEBLO BRUGO|E
3123|3|PUEBLO GENERAL PAZ|E
3122|2|PUEBLO GDOR RACEDO|E
3113|3|PUERTO CURTIEMBRE|E
3109|3|QUEBRACHO|E
3107|3|SAN BENITO|E
3107|4|SAUCE PINTO|E
3117|1|SEGUI|E
3133|7|SOSA|E
3111|3|TABOSSI|E
3114|5|TEZANOS PINTOS|E
3125|3|ANTONIO TOMAS|E
3123|4|ANTONIO TOMAS SUD|E
3109|4|VIALE|E
3113|4|VILLA URQUIZA|E
3174|1|ALTAMIRANO SUR|E
2841|4|ARROYO CLE|E
3174|2|ARROYO OBISPO|E
3177|1|DURAZNO|E
2845|1|GOBERNADOR ECHAGUE|E
2845|2|GOBERNADOR MANSILLA|E
3177|2|GUARDAMONTE|E
3174|3|KILOMETRO 180|E
3176|1|KILOMETRO 183|E
3174|4|KILOMETRO 189|E
3174|5|KILOMETRO 192|E
3177|3|KILOMETRO 200|E
3174|6|LAS GUACHAS|E
3177|4|MACIA|E
3174|7|ROSARIO DEL TALA|E
2845|3|SAUCE SUD|E
3176|2|SOLA|E
3260|1|URUGUAY|E
3170|1|BASAVILBASO|E
3262|1|CASEROS|E
3261|1|COLONIA ELIAS|E
3261|2|COLONIA N 6-EL SAUCE|E
3260|2|CONCEPCION DEL URUGUAY|E
2821|6|EL POTRERO|E
3170|2|ALBERTO GERCHUNOFF|E
3248|1|GOBERNADOR URQUIZA|E
3272|1|NICOLAS HERRERA|E
3260|3|KILOMETRO 108|E
3260|4|KILOMETRO 112|E
3172|1|KILOMETRO 208|E
3260|5|KILOMETRO 213|E
3260|6|KILOMETRO 220|E
3272|2|KILOMETRO 242|E
3272|3|KILOMETRO 244|E
3272|4|KILOMETRO 253|E
3263|2|KILOMETRO 268|E
3262|2|KILOMETRO 270|E
3263|3|KILOMETRO 283|E
3263|4|KILOMETRO 293|E
3281|10|LAS ACHIRAS|E
3244|1|LAS MOSCAS|E
3244|2|LIBAROS|E
3262|3|PALACIO SAN JOSE|E
3263|5|PRIMERO DE MAYO|E
3263|6|PRONUNCIAMIENTO|E
3172|2|ROCAMORA|E
3248|2|SANTA ANITA|E
3261|3|TALITA|E
3248|3|URQUIZA|E
3272|5|VILLA MANTERO|E
3262|4|VILLA SAN JUSTO|E
3248|4|VILLA SAN MARCIAL|E
3153|1|VICTORIA|E
3151|5|ANTELO|E
3162|1|ARANGUREN|E
3162|2|CHILCAS SUD|E
3153|2|KILOMETRO 165|E
3151|6|LAGUNA DEL PESCADO|E
3101|14|MOLINO DOLL|E
3151|7|MONTOYA|E
3101|15|PAJONAL|E
3155|1|PUEBLITO|E
3101|16|RINCON DEL DOLL|E
3155|2|RINCON DE NOGOYA|E
3240|2|VILLAGUAY|E
3144|2|ARROYO DEL MEDIO|E
3254|2|COLONIA LA PAMPA|E
3144|3|EL GRAMILLAL|E
3246|1|INGENIERO SAJAROFF M|E
3254|3|JUBILEO|E
3142|4|KILOMETRO 160|E
3240|3|KILOMETRO 285|E
3240|4|KILOMETRO 288|E
3254|4|KILOMETRO 325|E
3241|1|LAGUNA LARGA|E
3241|2|LOS OMBUES|E
3216|4|LUCAS NORESTE|E
3241|3|LUCAS NORTE|E
3241|4|LUCAS SUD|E
3241|5|MOJONES NORTE|E
5311|1|ARAUCO|F
5310|1|AIMOGASTA|F
5310|2|BA#ADOS DEL PANTANO|F
5311|2|MACHIGASTA|F
5313|1|TERMAS SANTA TERESITA|F
5311|3|UDPINANGO|F
5313|2|VILLA MAZAN - MAZAN|F
5300|1|CAPITAL|F
5300|2|AMPATA|F
5301|1|ANCHICO|F
5306|1|BAZAN|F
5306|2|CARRIZAL - CAPITAL|F
5306|3|CEBOLLAR|F
5300|3|DIQUE LOS SAUCES|F
5471|1|EL BARRIAL|F
5300|4|EL ESTANQUITO|F
5263|1|EL MEDANO|F
5300|5|KILOMETRO 861|F
5300|6|KILOMETRO 875|F
5300|7|LA RAMADITA|F
5300|8|LA RIOJA|F
5301|2|LAS CATAS|F
5304|1|LA TALA|F
5301|3|PUERTO DEL VALLE|F
5301|4|SAN ANTONIO - CAPITAL|F
5301|5|SAN BERNARDO|F
5301|6|SAN MIGUEL|F
5301|7|SIERRA BRAVA|F
5304|2|TALAMUYUNA|F
5300|9|TRAMPA DEL TIGRE|F
5276|1|CASTRO BARROS|F
5301|8|AGUA BLANCA|F
5301|9|AMINGA|F
5301|10|ANILLACO|F
5303|1|ANJULLON|F
5301|11|CHUQUIS|F
5301|12|ISMIANGO|F
5301|13|LAS PENAS|F
5301|14|LOS MOLINOS|F
5301|15|PINCHAS|F
5301|16|SAN PEDRO|F
5301|17|SANTA VERA CRUZ|F
5360|1|CHILECITO|F
5363|1|ANGUINAN|F
5374|1|CATINZACO|F
5367|1|GUACHIN|F
5361|1|MALLIGASTA|F
5367|2|MIRANDA|F
5372|1|NONOGASTA|F
5360|2|SAN NICOLAS|F
5367|3|SANOGASTA|F
5361|2|SANTA FLORENTINA|F
5361|3|TILIMUQUI|F
5374|2|VICHIGASTA|F
5361|4|ANGULOS|F
5365|1|ANTINACO|F
5361|5|CAMPANAS|F
5361|6|CARRIZAL - FAMATINA|F
5361|7|CHA#ARMUYO|F
5365|2|FAMATINA|F
5353|1|GUANDACOL - FAMATINA|F
5365|3|JUMEAL|F
5361|8|PITUIL|F
5361|9|SANTA CRUZ - FAMATINA|F
5361|10|SANTO DOMINGO|F
5300|10|GENERAL BELGRANO|F
5276|2|BALDES DE PACHECO|F
5381|1|BELLA VISTA|F
5276|3|CHA#AR|F
5381|2|CORTADERAS|F
5383|1|EL ALTO|F
5275|1|EL CIENAGO|F
5381|3|ILIAR|F
5276|4|KILOMETRO 645|F
5381|4|LA CIENAGA|F
5381|5|LOMA BLANCA|F
5676|1|MIRAFLORES|F
5383|2|OLTA|F
5276|5|SIMBOLAR|F
5381|6|TALVA|F
5355|1|EL CONDADO|F
5355|2|VILLA CASTELLI|F
5361|11|AICU#A|F
5351|1|BANDA FLORIDA|F
5351|2|LOS PALACIOS|F
5361|12|LOS TAMBILLOS|F
5369|1|PAGANCILLO|F
5351|3|PASO SAN ISIDRO|F
5361|13|PUERTO ALEGRE|F
5350|1|SAN JOSE|F
5351|4|SANTA CLARA|F
5350|2|VILLA UNION|F
5274|1|ALTILLO DEL MEDIO|F
5475|1|AMBIL|F
5272|1|COMANDANTE LEAL|F
5381|7|CORTADERAS DESVIO|F
5274|2|EL FRAILE|F
5475|2|EL QUEMADO|F
5275|2|LOS AGUIRRES|F
5274|3|LOS ALANIZ|F
5274|4|MILAGRO|F
5275|3|OLPAS|F
5275|4|SANTA RITA DE CATUNA|F
5385|1|ALCAZAR|F
5385|2|CARRIZAL - TAMA|F
5385|3|CHILA|F
5384|1|PUNTA DE LOS LLANOS|F
5385|4|TAMA|F
5385|5|TUIZON|F
5385|6|ATILES|F
5385|7|CASANGATE|F
5385|8|EL PORTEZUELO|F
5385|9|EL POTRERO|F
5385|10|MALANZAN|F
5385|11|MOLLACO|F
5385|12|NACATE|F
5385|13|SOLCA|F
5717|1|AGUAYO|F
5473|1|BAJO HONDO|F
5274|5|BALDE SALADO|F
5471|2|CORRAL DE ISSAC|F
5473|2|EL ABRA|F
5717|2|EL CALDEN|F
5275|5|KILOMETRO 682|F
5717|3|KILOMETRO 732|F
5275|6|LA ISLA|F
5471|3|LA REPRESA|F
5471|4|NUEVA ESPERANZA|F
5473|3|POZO DE PIEDRA|F
5275|7|SAN SOLANO|F
5473|4|ULAPES|F
5359|1|ALTO JAGUEL|F
5359|2|BAJO JAGUEL|F
5359|3|CASA PINTADA|F
5359|4|DISTRITO PUEBLO|F
5359|5|JAGUEL|F
5359|6|LA BANDA|F
5359|7|LA PAMPA|F
5359|8|VALLE HERMOSO|F
5357|1|VINCHINA|F
5380|1|GOBERNADOR GORDILLO|F
5380|2|CHAMICAL|F
5380|3|EL RETAMO|F
5380|4|ESQUINA DEL NORTE|F
5380|5|POLCO|F
5380|6|SAN LUIS DE LA ZANJA|F
5380|7|SANTA LUCIA|F
5386|1|LA TORRE|F
5386|2|LOS COLORADOS|F
5386|3|PAGANZO|F
5386|4|PATQUIA|F
5475|3|CHELCOS|F
5470|1|CHEPES|F
5470|2|CHEPES NORTE|F
5475|4|EL POTRERILLO|F
5741|2|EL TALA|F
5471|5|LA CALERA|F
5471|6|LA JARILLA|F
5471|7|LA LAGUNA|F
5471|8|LAS TOSCAS|F
5444|1|MASCASIN|F
5471|9|#OQUEVES|F
5444|2|REAL DEL CADILLO|F
5471|10|SAN ANTONIO|F
5471|11|SAN ISIDRO|F
5470|3|SANTA CRUZ|F
5474|1|DESIDERIO TELLO|F
5471|12|TOTORAL|F
5471|13|VALLE HERMOSO|F
5301|18|SANAGASTA|F
5301|19|HUACO|F
5301|20|VILLA BUSTOS|F
5301|21|VILLA SANAGASTA|F
5329|1|SAN BLAS DE LOS SAUCES|F
5325|1|ALPASINCHE|F
5329|2|ANDOLUCAS|F
5327|1|CHAUPIHUASI|F
5329|3|CUIPAN|F
5325|2|EL RETIRO|F
5327|2|SALICAS|F
5329|4|SCHAQUI|F
5329|5|SURIYACO|F
5329|6|TUYUBIL|F
2354|1|ARGENTINA|G
2354|2|CASARES|G
2357|1|COLONIA SANTA ROSA|G
2354|3|EL AIBAL|G
2354|4|MALBRAN|G
2356|1|V GENERAL MITRE-PINTO|G
3749|1|CAMPO ALEGRE|G
3747|1|CAMPO GALLO|G
3712|1|CNL MANUEL LENCIO RICO|G
3741|1|DONADEU|G
3749|2|EL SIMBOL-ALBERDI|G
3749|3|EL VALLE|G
3749|4|EL VALLE DE ORIENTE|G
4197|1|HUACHANA|G
3741|2|KILOMETRO 719|G
3741|3|AGUSTINA LIBARONA|G
3749|5|MONTE RICO|G
4301|1|NUEVA GRANADA|G
4301|2|POZO LIMPIO|G
3747|2|POZO MUERTO|G
3749|6|RIVADAVIA|G
3712|2|SACHAYOJ|G
3749|7|SANTA ROSA|G
4301|3|SANTOS LUGARES|G
4301|4|VILLA PALMAR|G
4315|1|ATAMISQUI|G
4201|1|CHILCAS LA LOMA|G
4212|1|GUANACO SOMBRIANA|G
4201|2|HOYON|G
4313|1|MEDELLIN|G
4317|1|VILLA ATAMISQUI|G
4332|1|BLANCA POZO|G
4326|1|CALOJ|G
4332|2|COLONIA DORA|G
4328|1|GUA#AGASTA|G
4328|2|HERRERA|G
4334|1|ICA#O|G
4326|2|LUGONES|G
4328|3|MAILIN|G
4326|3|PERCAS|G
4326|4|PUNTA CORRAL|G
4334|2|REAL SAYANA|G
4326|5|SAN JOSE|G
4317|2|SOCONCHO|G
4300|1|BANDA|G
4336|1|ABRA GRANDE|G
4302|1|ACOSTA|G
4302|2|ARDILES|G
4301|5|CA#ADA ESCOBAR|G
4302|3|CHAUPI POZO|G
4338|1|CLODOMIRA|G
4301|6|EL AIBE|G
4300|2|EL ALAMBRADO|G
4201|3|EL CRUCE|G
4300|3|HUAYAMAMPA|G
4338|2|KILOMETRO 629|G
4339|1|KILOMETRO 645|G
4339|2|KILOMETRO 651|G
4300|4|KILOMETRO 658|G
4300|5|KILOMETRO 659|G
4300|6|KILOMETRO 661|G
4300|7|KILOMETRO 665|G
4336|2|LA AURORA|G
4300|8|LA BANDA|G
4201|4|LOS QUIROGA|G
4338|3|PALMARES|G
4336|3|PALOS QUEMADOS|G
4336|4|PAMPA MAYO|G
4302|4|SAN RAMON-BANDA|G
4339|3|SIMBOLAR|G
4301|7|TRAMO 16|G
3064|1|BANDERA|G
3061|1|CUATRO BOCAS|G
3064|2|EL TOBIANO|G
3062|1|FORTIN INCA|G
3062|2|GUARDIA ESCOLTA|G
3062|3|POZO DULCE|G
3064|3|SANAVIRONES|G
3062|4|TRES LAGUNAS|G
4200|1|CAPITAL|G
4201|5|CA#ADA DEL MEDIO|G
4206|1|CARDOZOS|G
4201|6|EL DEAN|G
4206|2|INGENIERO EZCURRA|G
4206|3|KILOMETRO 153|G
4206|4|LA VUELTA|G
4206|5|PUESTITO DE S ANTONIO|G
4225|1|PUESTO DE VIEYRA|G
4201|7|S ANTONIO D L CACERES|G
4200|2|SANTIAGO DEL ESTERO|G
4200|3|ANTONIO E TALBOT|G
4203|1|TUNAS PUNCO|G
4206|6|ZANJON|G
4233|1|ANCAJAN|G
4233|2|CHOYA|G
4230|1|FRIAS|G
4230|2|KILOMETRO 3|G
4233|3|KILOMETRO 15|G
4233|4|KILOMETRO 18|G
4203|2|KILOMETRO 55|G
4230|3|KILOMETRO 1073|G
4234|1|KILOMETRO 1098|G
4205|1|LAPRIDA|G
4203|3|LA PUNTA|G
4237|1|LA REPRESA|G
4237|2|LAS PE#AS|G
4203|4|SAN JUSTO|G
4205|2|SHISHI POZO|G
4203|5|SOL DE MAYO|G
4234|2|TAPSO|G
4203|6|VILLA LA PUNTA|G
4200|4|COPO|G
4452|11|DOS ARBOLES|G
3712|3|EL CABURE|G
3714|1|KILOMETRO 1210|G
3714|2|KILOMETRO 1255|G
3712|4|KILOMETRO 1314|G
4200|5|KILOMETRO 1342|G
3712|5|KILOMETRO 1362|G
3712|6|KILOMETRO 1380|G
3712|7|KILOMETRO 1391|G
3749|8|LA ESPERANZA|G
3714|3|LA FIRMEZA|G
3714|4|LA VIRTUD|G
3712|8|LOS PIRPINTOS|G
3712|9|LOS TIGRES|G
3714|5|MONTE QUEMADO|G
4452|12|PAAJ POZO|G
3712|10|PAMPA DE LOS GUANACOS|G
4197|2|SAN JOSE DEL BOQUERON|G
4452|13|TORO PAMPA|G
3714|6|URATAU|G
4452|14|VILLA MATOQUE|G
4301|8|BANDERA BAJADA|G
4301|9|CALLEJON BAJADA|G
4301|10|CASPI-CORRAL|G
4353|1|COLONIA SAN JUAN|G
4353|2|EL NEGRITO|G
4353|3|JUMIAL GRANDE|G
4354|1|KILOMETRO 613|G
4354|2|LA BREA|G
4354|3|LA CA#ADA|G
4301|11|LA GUARDIA|G
4354|4|LA TAPA|G
4200|6|GENERAL TABOADA|G
3760|1|A#ATUYA|G
3766|1|AVERIAS|G
3760|2|CORONEL BARROS|G
3761|1|EL MALACARA|G
3766|2|KILOMETRO 433|G
3765|1|KILOMETRO 443|G
3766|3|KILOMETRO 454|G
3760|3|KILOMETRO 515|G
3765|2|LA NENA|G
3773|1|LOS JURIES|G
3761|2|LOS LINARES|G
3761|3|MIEL DE PALO|G
3765|3|OBRAJE MAILIN|G
3761|4|POZO HERRERA|G
3760|4|PUNI TAJO|G
3766|4|TACA#ITAS|G
4328|4|TACO ATUN|G
3761|5|TRES POZOS|G
3760|5|VILLA ABREGU|G
3765|4|TOMAS YOUNG|G
4225|2|DO#A LUISA|G
4203|7|GUAMPACHA|G
4238|1|GUASAYAN|G
4234|3|KILOMETRO 1121|G
4234|4|LAVALLE|G
4238|2|SAN PEDRO|G
4203|8|SANTA CATALINA|G
4237|3|TRES CERROS|G
4203|9|VIZCACHERAL|G
4187|1|BOBADAL-EL BOBADAL|G
4306|1|CASHICO|G
4306|2|EL CHARCO|G
4186|1|EL PALOMAR|G
4184|1|EL RINCON|G
4304|1|GRAMILLA|G
4184|2|ISCA YACO|G
4187|2|LA COSTOSA|G
4184|3|POZO HONDO|G
4187|3|SAN FELIX|G
4306|3|TORO POZO|G
4306|4|TRES CRUCES|G
4205|3|BELTRAN-LORETO|G
4313|2|ISLA VERDE|G
4208|1|JUMI POZO|G
4208|2|KILOMETRO 88|G
4208|3|LORETO|G
4208|4|PUESTO DE JUANES|G
4208|5|SANTA BARBARA|G
4212|2|SAN VICENTE-LORETO|G
4212|3|SAUCE SOLO|G
4315|2|TIO POZO|G
3736|1|CAMPO DEL CIELO|G
4356|1|EL COLORADO|G
3765|5|EL CUADRADO|G
3765|6|KILOMETRO 477|G
4356|2|KILOMETRO 494|G
3752|1|KILOMETRO 499|G
4350|1|KILOMETRO 546-MATARA|G
4356|3|MATARA|G
4356|4|MELERO|G
3752|2|NASALO|G
3741|4|POZO DEL TOBA|G
4350|2|SUNCHO CORRAL|G
4356|5|TIUN PUNCO|G
3752|3|TOBAS|G
3752|4|VILELAS|G
2357|2|LAS ABRAS-MITRE|G
5255|1|LIMACHE|G
2357|3|VILLA UNION-UNION|G
4200|7|MORENO|G
3741|5|AEROLITO|G
3741|6|ALHUMPA|G
4353|4|AMAMA|G
3712|11|ARBOL BLANCO|G
4353|5|ARMONIA|G
4353|6|EL BRAGADO|G
3741|7|CEJOLAO|G
3734|1|EL ARBOLITO|G
3745|1|EL HOYO|G
4351|1|EL PERTIGO|G
